time(millisecond);Columna1;datetime(utc);latitude;longitude;height_above_takeoff(feet);height_above_ground_at_drone_location(feet);ground_elevation_at_drone_location(feet);altitude_above_seaLevel(feet);height_sonar(feet);speed(mph);distance(feet);mileage(feet);satellites;gpslevel;voltage(v);max_altitude(feet);max_ascent(feet);max_speed(mph);max_distance(feet); xSpeed(mph); ySpeed(mph); zSpeed(mph); compass_heading(degrees); pitch(degrees); roll(degrees);isPhoto;isVideo;rc_elevator;rc_aileron;rc_throttle;rc_rudder;rc_elevator(percent);rc_aileron(percent);rc_throttle(percent);rc_rudder(percent);gimbal_heading(degrees);gimbal_pitch(degrees);gimbal_roll(degrees);battery_percent;voltageCell1;voltageCell2;voltageCell3;voltageCell4;voltageCell5;voltageCell6;current(A);battery_temperature(f);altitude(feet);ascent(feet);flycStateRaw;flycState;message
13200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35576E+12;-5,62095E+14;10170604;;;9,67021E+13;21981628;316303316;3,07935E+11;3,08977E+11;27;5;165;9,70302E+13;10498688;316303316;3,07935E+11;3131716;-447388;0;3483;-217;21;0;0;1024;1024;1684;1045;0;0;100;3;3419;0;0;97;4132;4115;4131;4132;0;0;9823;833;9,67021E+13;10170604;6;P-GPS;
13400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35576E+14;-5,62096E+14;10170604;;;9,67021E+13;21981628;316750704;3,17245E+11;3,18286E+11;27;5;16499;9,70302E+13;10498688;316750704;3,17245E+11;3131716;-4697574;0;3484;-213;15;0;0;1024;1024;1684;1043;0;0;100;3;3419;0;0;97;4129;4109;4126;4128;0;0;10224;833;9,67021E+13;10170604;6;P-GPS;
13600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35576E+13;-5,62096E+14;10170604;;;9,67021E+13;21981628;318987644;3,2662E+11;3,27661E+11;27;5;16499;9,70302E+13;10498688;318987644;3,2662E+11;31540854;-4697574;0;3485;-212;14;0;0;1024;1024;1684;1043;0;0;100;3;3419;0;0;97;4129;4109;4126;4128;0;0;10224;833;9,67021E+13;10170604;6;P-GPS;
13800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35577E+14;-5,62097E+13;10170604;;;9,67021E+13;21981628;319211338;33624344908;3372867562;27;5;16499;9,70302E+13;10498688;319211338;33624344908;31540854;-4921268;0;3486;-213;1;0;0;1024;1024;1684;1050;0;0;100;4;3419;0;0;97;4129;4109;4126;4128;0;0;10224;833;9,67021E+13;10170604;6;P-GPS;
14000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35577E+14;-5,62097E+14;10170604;;;9,67021E+13;21981628;321448278;34542652024;34646654652;27;5;16499;9,70302E+13;10498688;321448278;34542652024;31764548;-4921268;0;3485;-214;15;0;0;1024;1024;1684;1051;0;0;100;4;3419;0;0;97;4129;4109;4126;4128;0;0;10224;833;9,67021E+13;10170604;6;P-GPS;
14200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35577E+14;-5,62098E+13;10170604;;;9,67021E+13;21981628;321895666;35468505072;35572835784;27;5;16499;9,70302E+13;10498688;321895666;35468505072;31764548;-5144962;0;3483;-214;17;0;0;1024;1024;1684;1051;0;0;100;4;3419;0;0;97;4129;4109;4126;4128;0;0;10224;833;9,67021E+13;10170604;6;P-GPS;
14400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35577E+14;-5,62098E+13;984252;;;9,6374E+13;21981628;321895666;36344489352;36448820064;27;5;16499;9,70302E+13;10498688;321895666;36344489352;31764548;-5144962;0;3485;-214;19;0;0;1024;1024;1684;1049;0;0;100;4;3419;0;0;96;413;4111;4127;4129;0;0;10114;8348;9,6374E+13;984252;6;P-GPS;
14600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35578E+14;-5,62099E+13;984252;;;9,6374E+13;21981628;3243563;37332350276;37437009072;27;5;16499;9,70302E+13;10498688;3243563;37332350276;31988242;-5368656;0;3485;-213;17;0;0;1024;1024;1684;1037;0;0;100;2;3419;0;0;96;413;4111;4127;4129;0;0;10114;8348;9,6374E+13;984252;6;P-GPS;
14800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35578E+14;-5,621E+13;984252;;;9,6374E+13;21981628;3243563;3831693036;38421589156;27;5;16499;9,70302E+13;10498688;3243563;3831693036;31988242;-5368656;0;3485;-21;15;0;0;1024;1024;1684;1036;0;0;100;2;3419;0;0;96;413;4111;4127;4129;0;0;10114;8348;9,6374E+13;984252;6;P-GPS;
15000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35578E+14;-5,621E+14;984252;;;9,6374E+13;21981628;32659324;39309056376;39414043256;27;5;16499;9,70302E+13;10498688;32659324;39309056376;32211936;-5368656;0;3485;-209;8;0;0;1024;1024;1684;1036;0;0;100;2;3419;0;0;96;413;4111;4127;4129;0;0;10114;8348;9,6374E+13;984252;6;P-GPS;
15200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35579E+14;-5,62101E+14;984252;;;9,6374E+13;21981628;324803688;40281825436;40386812316;27;5;16499;9,70302E+13;10498688;32659324;40281825436;31988242;-559235;0;3485;-213;15;0;0;1024;1024;1684;1034;0;0;100;2;3419;0;0;96;413;4111;4127;4129;0;0;10114;8348;9,6374E+13;984252;6;P-GPS;
15400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35579E+14;-5,62101E+14;984252;;;9,6374E+13;21981628;327040628;41247048564;41352691612;27;5;16499;9,70302E+13;10498688;327040628;41247048564;32211936;-559235;0;3484;-213;13;0;0;1024;1024;1684;1030;0;0;100;1;3419;0;0;96;413;4111;4127;4129;0;0;10114;8348;9,6374E+13;984252;6;P-GPS;
15600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35579E+14;-5,62102E+14;984252;;;9,6374E+13;21981628;327040628;42213912112;4231955516;27;5;16486;9,70302E+13;10498688;327040628;42213912112;32211936;-559235;0;3486;-208;12;0;0;1024;1024;1684;1028;0;0;100;1;3419;0;0;96;4127;411;4125;4126;0;0;10083;8348;9,6374E+13;984252;6;P-GPS;
15800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35579E+14;-5,62103E+14;984252;;;9,6374E+13;21981628;327040628;43199148364;43305119496;27;5;16486;9,70302E+13;10498688;327040628;43199148364;32211936;-559235;0;3485;-213;9;0;0;1024;1024;1684;1024;0;0;100;0;3419;0;0;96;4127;411;4125;4126;0;0;10083;8348;9,6374E+13;984252;6;P-GPS;
16000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,3558E+14;-5,62103E+14;984252;;;9,6374E+13;21981628;329501262;44135172016;44241143148;27;5;16486;9,70302E+13;10498688;329501262;44135172016;3243563;-5816044;0;3485;-208;12;0;0;1024;1024;1684;1024;0;0;100;0;3419;0;0;96;4127;411;4125;4126;0;0;10083;8348;9,6374E+13;984252;6;P-GPS;
